Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD
Ach,38,23,0,0,0.75,1.5911,0.27,1.3802
achar,1,1,1,1,0.02,0.301,0.01,0.301
ache,127,113,125,111,2.49,2.1072,1.35,2.0569
ached,16,16,15,15,0.31,1.2304,0.19,1.2304
acher,2,2,1,1,0.04,0.4771,0.02,0.4771
Acheron,25,2,0,0,0.49,1.415,0.02,0.4771
aches,77,64,77,64,1.51,1.8921,0.76,1.8129
achievable,2,2,2,2,0.04,0.4771,0.02,0.4771
achieve,374,317,373,316,7.33,2.574,3.78,2.5024
achieved,219,189,215,185,4.29,2.3424,2.25,2.2788
achievement,178,159,169,153,3.49,2.2529,1.9,2.2041
achievements,55,52,55,52,1.08,1.7482,0.62,1.7243
achiever,12,12,11,11,0.24,1.1139,0.14,1.1139
Achievers,9,5,4,3,0.18,1,0.06,0.7782
achieves,16,16,16,16,0.31,1.2304,0.19,1.2304
achieving,37,37,37,37,0.73,1.5798,0.44,1.5798
Achilles,115,40,1,1,2.25,2.0645,0.48,1.6128
achiness,1,1,1,1,0.02,0.301,0.01,0.301
aching,105,97,103,96,2.06,2.0253,1.16,1.9912
achingly,2,2,1,1,0.04,0.4771,0.02,0.4771
achondroplasia,2,2,2,2,0.04,0.4771,0.02,0.4771
Achoo,5,4,1,1,0.1,0.7782,0.05,0.699
achy,23,21,22,20,0.45,1.3802,0.25,1.3424
acid,508,323,466,305,9.96,2.7067,3.85,2.5105
acidemia,2,1,2,1,0.04,0.4771,0.01,0.301
acidic,11,11,10,10,0.22,1.0792,0.13,1.0792
acidity,10,8,9,7,0.2,1.0414,0.1,0.9542
acidizing,1,1,1,1,0.02,0.301,0.01,0.301
acidophilus,3,3,2,2,0.06,0.6021,0.04,0.6021
acidosis,8,5,7,5,0.16,0.9542,0.06,0.7782
acidotic,4,3,4,3,0.08,0.699,0.04,0.6021
acids,42,33,41,33,0.82,1.6335,0.39,1.5315
acing,4,4,4,4,0.08,0.699,0.05,0.699
Ack,29,15,8,7,0.57,1.4771,0.18,1.2041
ackee,1,1,1,1,0.02,0.301,0.01,0.301
Acker,8,3,0,0,0.16,0.9542,0.04,0.6021
acknowledge,313,250,266,228,6.14,2.4969,2.98,2.3997
acknowledged,100,87,72,71,1.96,2.0043,1.04,1.9445
acknowledgement,21,20,21,20,0.41,1.3424,0.24,1.3222
acknowledgements,4,2,4,2,0.08,0.699,0.02,0.4771
acknowledges,13,12,13,12,0.25,1.1461,0.14,1.1139
acknowledging,36,34,35,33,0.71,1.5682,0.41,1.5441
acknowledgment,26,26,26,26,0.51,1.4314,0.31,1.4314
acknowledgments,1,1,1,1,0.02,0.301,0.01,0.301
Aclu,21,20,0,0,0.41,1.3424,0.24,1.3222
Acme,64,19,0,0,1.25,1.8129,0.23,1.301
acne,46,37,45,36,0.9,1.6721,0.44,1.5798
acnes,1,1,1,1,0.02,0.301,0.01,0.301
acolyte,7,7,7,7,0.14,0.9031,0.08,0.9031
acolytes,6,4,6,4,0.12,0.8451,0.05,0.699
Acoma,3,1,0,0,0.06,0.6021,0.01,0.301
aconitum,4,2,4,2,0.08,0.699,0.02,0.4771
acorn,37,16,29,14,0.73,1.5798,0.19,1.2304
Acorns,19,11,9,9,0.37,1.301,0.13,1.0792
acoustic,49,31,46,29,0.96,1.699,0.37,1.5051
acoustical,6,4,5,3,0.12,0.8451,0.05,0.699
acoustically,1,1,1,1,0.02,0.301,0.01,0.301
acoustics,22,22,22,22,0.43,1.3617,0.26,1.3617
acquaint,20,20,17,17,0.39,1.3222,0.24,1.3222
acquaintance,273,229,271,228,5.35,2.4378,2.73,2.3617
acquaintances,54,48,51,45,1.06,1.7404,0.57,1.6902
acquaintanceship,4,4,4,4,0.08,0.699,0.05,0.699
acquainted,231,204,229,204,4.53,2.3655,2.43,2.3118
acquainting,2,2,1,1,0.04,0.4771,0.02,0.4771
acquiesce,3,3,2,2,0.06,0.6021,0.04,0.6021
acquiesced,5,5,5,5,0.1,0.7782,0.06,0.7782
acquiescence,5,5,5,5,0.1,0.7782,0.06,0.7782
acquiescent,1,1,1,1,0.02,0.301,0.01,0.301
acquiescing,2,2,2,2,0.04,0.4771,0.02,0.4771
acquire,135,123,133,121,2.65,2.1335,1.47,2.0934
acquired,228,195,222,191,4.47,2.3598,2.32,2.2923
acquirer,1,1,1,1,0.02,0.301,0.01,0.301
acquires,8,8,8,8,0.16,0.9542,0.1,0.9542
acquiring,43,35,41,34,0.84,1.6435,0.42,1.5563
acquisition,74,64,71,62,1.45,1.8751,0.76,1.8129
acquisitions,33,25,21,19,0.65,1.5315,0.3,1.415
acquisitive,3,3,3,3,0.06,0.6021,0.04,0.6021
acquisitiveness,1,1,1,1,0.02,0.301,0.01,0.301
acquit,24,19,23,19,0.47,1.3979,0.23,1.301
acquittal,37,33,36,32,0.73,1.5798,0.39,1.5315
acquittals,1,1,1,1,0.02,0.301,0.01,0.301
acquitted,78,56,72,52,1.53,1.8976,0.67,1.7559
acquitting,6,3,6,3,0.12,0.8451,0.04,0.6021
acre,93,55,67,50,1.82,1.9731,0.66,1.7482
acreage,22,19,22,19,0.43,1.3617,0.23,1.301
acres,234,159,185,139,4.59,2.3711,1.9,2.2041
acrid,2,2,2,2,0.04,0.4771,0.02,0.4771
acrimonious,7,5,6,4,0.14,0.9031,0.06,0.7782
acrimony,11,6,11,6,0.22,1.0792,0.07,0.8451
acrobat,30,21,27,21,0.59,1.4914,0.25,1.3424
acrobatic,12,12,12,12,0.24,1.1139,0.14,1.1139
acrobatics,11,10,10,10,0.22,1.0792,0.12,1.0414
acrobats,19,19,19,19,0.37,1.301,0.23,1.301
acromegalia,10,1,6,1,0.2,1.0414,0.01,0.301
acromion,2,2,2,2,0.04,0.4771,0.02,0.4771
acronym,15,14,14,13,0.29,1.2041,0.17,1.1761
acronyms,7,7,7,7,0.14,0.9031,0.08,0.9031
acrophobia,10,6,8,4,0.2,1.0414,0.07,0.8451
Acropolis,6,5,0,0,0.12,0.8451,0.06,0.7782
across,4801,2892,4577,2814,94.14,3.6814,34.48,3.4613
acrylic,23,15,21,14,0.45,1.3802,0.18,1.2041
acrylics,3,3,3,3,0.06,0.6021,0.04,0.6021
act,5565,3086,5100,2923,109.12,3.7455,36.79,3.4895
Acta,1,1,0,0,0.02,0.301,0.01,0.301
acted,548,476,541,470,10.75,2.7396,5.67,2.6785
Actg,1,1,0,0,0.02,0.301,0.01,0.301
actin,54,48,48,42,1.06,1.7404,0.57,1.6902
acting,2675,1813,2533,1746,52.45,3.4275,21.61,3.2586
actings,1,1,1,1,0.02,0.301,0.01,0.301
actinic,1,1,1,1,0.02,0.301,0.01,0.301
action,3115,1857,2748,1737,61.08,3.4936,22.14,3.269
actionable,13,7,13,7,0.25,1.1461,0.08,0.9031
actioner,1,1,1,1,0.02,0.301,0.01,0.301
actions,620,487,602,474,12.16,2.7931,5.81,2.6884
activate,238,160,159,120,4.67,2.3784,1.91,2.2068
activated,220,162,212,158,4.31,2.3444,1.93,2.2122
activates,16,15,16,15,0.31,1.2304,0.18,1.2041
activating,44,38,28,24,0.86,1.6532,0.45,1.5911
activation,43,33,40,30,0.84,1.6435,0.39,1.5315
activator,4,4,3,3,0.08,0.699,0.05,0.699
active,584,464,554,445,11.45,2.7672,5.53,2.6675
actively,42,39,40,38,0.82,1.6335,0.46,1.6021
actives,1,1,1,1,0.02,0.301,0.01,0.301
activism,9,9,9,9,0.18,1,0.11,1
activist,50,40,47,37,0.98,1.7076,0.48,1.6128
activists,18,14,17,13,0.35,1.2788,0.17,1.1761
activities,439,353,431,347,8.61,2.6435,4.21,2.549
activity,657,519,650,513,12.88,2.8182,6.19,2.716
Acton,12,4,0,0,0.24,1.1139,0.05,0.699
actor,1343,574,1293,561,26.33,3.1284,6.84,2.7597
actors,644,327,566,303,12.63,2.8096,3.9,2.5159
actory,1,1,1,1,0.02,0.301,0.01,0.301
actress,817,379,783,370,16.02,2.9128,4.52,2.5798
actresses,115,91,108,87,2.25,2.0645,1.08,1.9638
acts,636,527,614,514,12.47,2.8041,6.28,2.7226
actu,1,1,1,1,0.02,0.301,0.01,0.301
actual,884,706,859,687,17.33,2.9469,8.42,2.8494
actualisation,2,1,2,1,0.04,0.4771,0.01,0.301
actualised,1,1,1,1,0.02,0.301,0.01,0.301
actualities,1,1,1,1,0.02,0.301,0.01,0.301
actuality,24,22,24,22,0.47,1.3979,0.26,1.3617
actualization,3,3,3,3,0.06,0.6021,0.04,0.6021
actualize,2,2,2,2,0.04,0.4771,0.02,0.4771
actually,16439,5486,11254,4572,322.33,4.2159,65.4,3.7393
actuals,2,2,2,2,0.04,0.4771,0.02,0.4771
actuarial,9,8,8,8,0.18,1,0.1,0.9542
actuarially,1,1,1,1,0.02,0.301,0.01,0.301
actuaries,1,1,1,1,0.02,0.301,0.01,0.301
actuary,7,6,4,4,0.14,0.9031,0.07,0.8451
actuate,1,1,1,1,0.02,0.301,0.01,0.301
actuated,3,3,3,3,0.06,0.6021,0.04,0.6021
actuating,1,1,1,1,0.02,0.301,0.01,0.301
actuation,1,1,1,1,0.02,0.301,0.01,0.301
actuator,2,2,2,2,0.04,0.4771,0.02,0.4771
actuators,2,1,2,1,0.04,0.4771,0.01,0.301
acuity,14,14,14,14,0.27,1.1761,0.17,1.1761
acumen,7,5,7,5,0.14,0.9031,0.06,0.7782
acupressure,6,6,5,5,0.12,0.8451,0.07,0.8451
acupuncture,37,28,32,25,0.73,1.5798,0.33,1.4624
acupuncturist,9,7,9,7,0.18,1,0.08,0.9031
acupuncturists,2,1,2,1,0.04,0.4771,0.01,0.301
acute,150,131,131,117,2.94,2.179,1.56,2.1206
acutely,14,14,13,13,0.27,1.1761,0.17,1.1761
acuteness,1,1,1,1,0.02,0.301,0.01,0.301
acyclovir,1,1,1,1,0.02,0.301,0.01,0.301
ad,694,432,630,391,13.61,2.842,5.15,2.6365
adage,32,26,32,26,0.63,1.5185,0.31,1.4314
adages,1,1,1,1,0.02,0.301,0.01,0.301
Adagio,12,10,5,5,0.24,1.1139,0.12,1.0414
Adam,1890,342,4,2,37.06,3.2767,4.08,2.5353
adamant,50,41,45,40,0.98,1.7076,0.49,1.6232
adamantine,1,1,1,1,0.02,0.301,0.01,0.301
adamantly,2,2,2,2,0.04,0.4771,0.02,0.4771
adamas,1,1,1,1,0.02,0.301,0.01,0.301
Adams,470,168,1,1,9.22,2.673,2,2.2279
adance,1,1,1,1,0.02,0.301,0.01,0.301
adapt,134,101,124,97,2.63,2.1303,1.2,2.0086
adaptability,7,7,6,6,0.14,0.9031,0.08,0.9031
adaptable,17,16,17,16,0.33,1.2553,0.19,1.2304
Adaptation,81,70,34,27,1.59,1.9138,0.83,1.8513
adaptations,3,3,3,3,0.06,0.6021,0.04,0.6021
adapted,56,52,51,47,1.1,1.7559,0.62,1.7243
adapter,11,7,11,7,0.22,1.0792,0.08,0.9031
adapting,27,25,27,25,0.53,1.4472,0.3,1.415
adaption,1,1,1,1,0.02,0.301,0.01,0.301
adaptive,11,10,9,9,0.22,1.0792,0.12,1.0414
adaptor,4,4,4,4,0.08,0.699,0.05,0.699
adaptors,1,1,1,1,0.02,0.301,0.01,0.301
adapts,3,3,3,3,0.06,0.6021,0.04,0.6021
Adar,3,1,0,0,0.06,0.6021,0.01,0.301
Adc,7,5,0,0,0.14,0.9031,0.06,0.7782
add,1686,1329,1423,1173,33.06,3.2271,15.84,3.1239
added,492,430,484,425,9.65,2.6928,5.13,2.6345
addenda,2,2,2,2,0.04,0.4771,0.02,0.4771
addendum,15,12,10,7,0.29,1.2041,0.14,1.1139
addendums,4,4,4,4,0.08,0.699,0.05,0.699
Adder,73,18,8,6,1.43,1.8692,0.21,1.2788
Adders,2,2,0,0,0.04,0.4771,0.02,0.4771
addict,273,193,273,193,5.35,2.4378,2.3,2.2878
addicted,231,143,213,130,4.53,2.3655,1.7,2.1584
addicting,3,3,3,3,0.06,0.6021,0.04,0.6021
addiction,199,130,192,126,3.9,2.301,1.55,2.1173
addictions,21,14,21,14,0.41,1.3424,0.17,1.1761
addictive,57,47,57,47,1.12,1.7634,0.56,1.6812
addictiveness,2,2,2,2,0.04,0.4771,0.02,0.4771
addicts,106,79,96,74,2.08,2.0294,0.94,1.9031
adding,205,186,194,175,4.02,2.3139,2.22,2.2718
addio,4,2,4,2,0.08,0.699,0.02,0.4771
Addis,10,5,0,0,0.2,1.0414,0.06,0.7782
Addison,91,24,0,0,1.78,1.9638,0.29,1.3979
addition,395,361,392,359,7.75,2.5977,4.3,2.5587
additional,300,274,281,258,5.88,2.4786,3.27,2.4393
Additionally,16,16,0,0,0.31,1.2304,0.19,1.2304
additions,11,10,11,10,0.22,1.0792,0.12,1.0414
additive,11,8,10,7,0.22,1.0792,0.1,0.9542
additives,10,8,10,8,0.2,1.0414,0.1,0.9542
Addle,8,1,0,0,0.16,0.9542,0.01,0.301
addled,11,11,11,11,0.22,1.0792,0.13,1.0792
addlepated,2,2,2,2,0.04,0.4771,0.02,0.4771
addling,1,1,1,1,0.02,0.301,0.01,0.301
addr,2,1,2,1,0.04,0.4771,0.01,0.301
address,2666,1688,2571,1642,52.27,3.426,20.12,3.2276
addressed,194,168,189,166,3.8,2.29,2,2.2279
addressee,6,6,6,6,0.12,0.8451,0.07,0.8451
Addresser,2,1,0,0,0.04,0.4771,0.01,0.301
addresses,162,139,160,137,3.18,2.2122,1.66,2.1461
addressing,107,96,104,93,2.1,2.0334,1.14,1.9868
adds,201,175,193,167,3.94,2.3054,2.09,2.2455
adduce,1,1,1,1,0.02,0.301,0.01,0.301
adduced,1,1,1,1,0.02,0.301,0.01,0.301
adductor,1,1,1,1,0.02,0.301,0.01,0.301
Ade,15,8,1,1,0.29,1.2041,0.1,0.9542
Adelante,1,1,0,0,0.02,0.301,0.01,0.301
Aden,6,3,0,0,0.12,0.8451,0.04,0.6021
Adenia,1,1,0,0,0.02,0.301,0.01,0.301
Adenine,2,2,0,0,0.04,0.4771,0.02,0.4771
adenocarcinoma,1,1,1,1,0.02,0.301,0.01,0.301
Adenoid,5,1,0,0,0.1,0.7782,0.01,0.301
adenoidal,1,1,1,1,0.02,0.301,0.01,0.301
adenoids,11,9,9,8,0.22,1.0792,0.11,1
adenoma,1,1,1,1,0.02,0.301,0.01,0.301
adenopathy,1,1,1,1,0.02,0.301,0.01,0.301
adenosine,6,4,5,4,0.12,0.8451,0.05,0.699
adept,33,31,33,31,0.65,1.5315,0.37,1.5051
adeptness,1,1,1,1,0.02,0.301,0.01,0.301
adepts,2,2,2,2,0.04,0.4771,0.02,0.4771
adequacy,1,1,1,1,0.02,0.301,0.01,0.301
adequate,132,111,122,107,2.59,2.1239,1.32,2.0492
adequately,27,26,26,25,0.53,1.4472,0.31,1.4314
Adeste,3,2,0,0,0.06,0.6021,0.02,0.4771
adhere,29,29,29,29,0.57,1.4771,0.35,1.4771
adhered,6,6,6,6,0.12,0.8451,0.07,0.8451
adherence,9,9,8,8,0.18,1,0.11,1
adherent,3,3,3,3,0.06,0.6021,0.04,0.6021
adherents,1,1,1,1,0.02,0.301,0.01,0.301
adheres,3,3,3,3,0.06,0.6021,0.04,0.6021
adhering,9,9,9,9,0.18,1,0.11,1
adhesion,6,6,6,6,0.12,0.8451,0.07,0.8451
adhesions,7,7,7,7,0.14,0.9031,0.08,0.9031
adhesive,47,42,42,38,0.92,1.6812,0.5,1.6335
adhesives,1,1,1,1,0.02,0.301,0.01,0.301
adiabatic,1,1,1,1,0.02,0.301,0.01,0.301
adieu,94,59,66,44,1.84,1.9777,0.7,1.7782
adieus,1,1,1,1,0.02,0.301,0.01,0.301
Adios,159,126,23,22,3.12,2.2041,1.5,2.1038
adipocere,6,4,3,2,0.12,0.8451,0.05,0.699
adipose,4,3,4,3,0.08,0.699,0.04,0.6021
adiposity,1,1,1,1,0.02,0.301,0.01,0.301
adjacencies,1,1,1,1,0.02,0.301,0.01,0.301
adjacent,68,59,64,57,1.33,1.8388,0.7,1.7782
adjective,25,21,23,20,0.49,1.415,0.25,1.3424
adjectives,25,23,24,22,0.49,1.415,0.27,1.3802
Adjoined,1,1,0,0,0.02,0.301,0.01,0.301
adjoining,57,49,50,44,1.12,1.7634,0.58,1.699
adjoins,5,5,5,5,0.1,0.7782,0.06,0.7782
adjoints,1,1,1,1,0.02,0.301,0.01,0.301
adjourn,66,55,66,55,1.29,1.8261,0.66,1.7482
adjourned,250,204,211,180,4.9,2.3997,2.43,2.3118
adjourning,2,2,2,2,0.04,0.4771,0.02,0.4771
adjournment,11,9,11,9,0.22,1.0792,0.11,1
adjourns,2,2,2,2,0.04,0.4771,0.02,0.4771
adjudge,1,1,1,1,0.02,0.301,0.01,0.301
adjudged,3,3,3,3,0.06,0.6021,0.04,0.6021
adjudicate,5,2,3,2,0.1,0.7782,0.02,0.4771
adjudicated,6,5,6,5,0.12,0.8451,0.06,0.7782
adjudicating,1,1,1,1,0.02,0.301,0.01,0.301
adjudication,9,7,9,7,0.18,1,0.08,0.9031
adjudicator,4,2,4,2,0.08,0.699,0.02,0.4771
adjunct,7,6,6,5,0.14,0.9031,0.07,0.8451
adjure,1,1,1,1,0.02,0.301,0.01,0.301
adjust,287,248,253,220,5.63,2.4594,2.96,2.3962
adjustability,1,1,1,1,0.02,0.301,0.01,0.301
adjustable,16,15,16,15,0.31,1.2304,0.18,1.2041
adjusted,92,83,87,79,1.8,1.9685,0.99,1.9243
adjuster,20,17,19,16,0.39,1.3222,0.2,1.2553
adjusters,7,3,7,3,0.14,0.9031,0.04,0.6021
adjusting,121,110,114,104,2.37,2.0864,1.31,2.0453
adjustment,158,129,152,125,3.1,2.2014,1.54,2.1139
adjustments,71,68,70,67,1.39,1.8573,0.81,1.8388
adjustor,4,4,4,4,0.08,0.699,0.05,0.699
adjusts,9,9,8,8,0.18,1,0.11,1
adjutant,45,26,36,20,0.88,1.6628,0.31,1.4314
adjutants,1,1,1,1,0.02,0.301,0.01,0.301
adjuvant,1,1,1,1,0.02,0.301,0.01,0.301
Adm,48,10,1,1,0.94,1.6902,0.12,1.0414
admin,22,19,11,10,0.43,1.3617,0.23,1.301
administer,85,81,81,78,1.67,1.9345,0.97,1.9138
administered,76,69,75,68,1.49,1.8865,0.82,1.8451
Administerial,1,1,0,0,0.02,0.301,0.01,0.301
administering,24,22,23,21,0.47,1.3979,0.26,1.3617
administers,6,6,6,6,0.12,0.8451,0.07,0.8451
administrate,2,2,2,2,0.04,0.4771,0.02,0.4771
administrates,1,1,1,1,0.02,0.301,0.01,0.301
administration,387,286,315,234,7.59,2.5888,3.41,2.4579
administrations,16,16,16,16,0.31,1.2304,0.19,1.2304
administrative,82,71,69,60,1.61,1.9191,0.85,1.8573
administrator,84,68,77,64,1.65,1.9294,0.81,1.8388
administrators,18,16,16,14,0.35,1.2788,0.19,1.2304
adminstration,1,1,1,1,0.02,0.301,0.01,0.301
admirable,133,128,119,115,2.61,2.1271,1.53,2.1106
admirably,21,20,20,19,0.41,1.3424,0.24,1.3222
Admiral,845,181,165,72,16.57,2.9274,2.16,2.2601
admirals,29,21,19,15,0.57,1.4771,0.25,1.3424
Admiralty,34,13,5,4,0.67,1.5441,0.15,1.1461
admiration,107,99,104,98,2.1,2.0334,1.18,2
admire,722,597,709,591,14.16,2.8591,7.12,2.7767
admired,187,172,182,170,3.67,2.2742,2.05,2.238
admirer,151,124,149,123,2.96,2.1818,1.48,2.0969
admirers,49,44,48,44,0.96,1.699,0.52,1.6532
admires,26,25,26,25,0.51,1.4314,0.3,1.415
admiring,141,129,130,118,2.76,2.1523,1.54,2.1139
admissibility,4,3,4,3,0.08,0.699,0.04,0.6021
admissible,37,28,37,28,0.73,1.5798,0.33,1.4624
admission,181,164,167,153,3.55,2.2601,1.96,2.2175
admissions,111,66,77,53,2.18,2.0492,0.79,1.8261
admit,3019,2125,2727,1999,59.2,3.48,25.33,3.3276
admits,105,97,103,97,2.06,2.0253,1.16,1.9912
admittance,34,25,30,21,0.67,1.5441,0.3,1.415
Admittances,2,1,0,0,0.04,0.4771,0.01,0.301
admitted,467,396,462,392,9.16,2.6702,4.72,2.5988
admittedly,47,41,34,29,0.92,1.6812,0.49,1.6232
admittee,1,1,1,1,0.02,0.301,0.01,0.301
admittible,1,1,1,1,0.02,0.301,0.01,0.301
admitting,157,136,138,122,3.08,2.1987,1.62,2.1367
admixture,1,1,1,1,0.02,0.301,0.01,0.301
admonish,4,4,4,4,0.08,0.699,0.05,0.699
admonished,4,3,3,3,0.08,0.699,0.04,0.6021
admonishing,2,2,2,2,0.04,0.4771,0.02,0.4771
admonishments,1,1,1,1,0.02,0.301,0.01,0.301
admonition,5,4,5,4,0.1,0.7782,0.05,0.699
admonitions,1,1,1,1,0.02,0.301,0.01,0.301
adnexa,1,1,1,1,0.02,0.301,0.01,0.301
adnexal,2,2,2,2,0.04,0.4771,0.02,0.4771
ado,77,69,73,67,1.51,1.8921,0.82,1.8451
Adobe,24,14,8,8,0.47,1.3979,0.17,1.1761
adolescence,44,41,38,36,0.86,1.6532,0.49,1.6232
Adolescences,1,1,0,0,0.02,0.301,0.01,0.301
adolescent,94,86,92,85,1.84,1.9777,1.03,1.9395
adolescents,29,28,26,25,0.57,1.4771,0.33,1.4624
Adolf,69,46,0,0,1.35,1.8451,0.55,1.6721
Adolph,42,20,0,0,0.82,1.6335,0.24,1.3222
Adonai,17,8,1,1,0.33,1.2553,0.1,0.9542
Adonis,20,17,3,3,0.39,1.3222,0.2,1.2553
adopt,238,184,234,181,4.67,2.3784,2.19,2.2672
adoptable,1,1,1,1,0.02,0.301,0.01,0.301
adopted,430,283,413,277,8.43,2.6345,3.37,2.4533
adopter,1,1,1,1,0.02,0.301,0.01,0.301
adopting,60,48,53,43,1.18,1.7853,0.57,1.6902
adoption,239,140,227,135,4.69,2.3802,1.67,2.1492
adoptions,7,7,7,7,0.14,0.9031,0.08,0.9031
adoptive,30,25,29,24,0.59,1.4914,0.3,1.415
adopts,11,9,11,9,0.22,1.0792,0.11,1
adorability,1,1,1,1,0.02,0.301,0.01,0.301
adorable,537,436,504,409,10.53,2.7308,5.2,2.6405
adorableness,1,1,1,1,0.02,0.301,0.01,0.301
adorably,2,2,2,2,0.04,0.4771,0.02,0.4771
adoration,30,25,27,22,0.59,1.4914,0.3,1.415
adore,394,294,386,290,7.73,2.5966,3.51,2.4698
adored,125,108,123,106,2.45,2.1004,1.29,2.0374
adorers,1,1,1,1,0.02,0.301,0.01,0.301
adores,91,70,91,70,1.78,1.9638,0.83,1.8513
adoring,35,33,34,32,0.69,1.5563,0.39,1.5315
adoringly,3,3,3,3,0.06,0.6021,0.04,0.6021
adorn,8,8,8,8,0.16,0.9542,0.1,0.9542
adorned,8,7,7,6,0.16,0.9542,0.08,0.9031
adorning,2,2,1,1,0.04,0.4771,0.02,0.4771
adornment,4,3,4,3,0.08,0.699,0.04,0.6021
adornments,2,2,2,2,0.04,0.4771,0.02,0.4771
adorns,3,3,3,3,0.06,0.6021,0.04,0.6021
adrenal,16,15,14,13,0.31,1.2304,0.18,1.2041
adrenalectomy,2,1,2,1,0.04,0.4771,0.01,0.301
adrenalin,28,23,22,18,0.55,1.4624,0.27,1.3802
adrenaline,168,128,143,116,3.29,2.2279,1.53,2.1106
adrenals,4,3,4,3,0.08,0.699,0.04,0.6021
Adrenochrome,6,2,2,2,0.12,0.8451,0.02,0.4771
Adriatic,8,8,0,0,0.16,0.9542,0.1,0.9542
adrift,51,44,47,40,1,1.716,0.52,1.6532
adroit,6,6,5,5,0.12,0.8451,0.07,0.8451
adroitly,3,3,3,3,0.06,0.6021,0.04,0.6021
adroitness,1,1,1,1,0.02,0.301,0.01,0.301
Adrop,1,1,0,0,0.02,0.301,0.01,0.301
ads,258,180,242,173,5.06,2.4133,2.15,2.2577
adulation,14,14,13,13,0.27,1.1761,0.17,1.1761
adult,729,573,699,559,14.29,2.8633,6.83,2.7589
adulterant,1,1,1,1,0.02,0.301,0.01,0.301
adulterate,1,1,1,1,0.02,0.301,0.01,0.301
Adulterated,1,1,0,0,0.02,0.301,0.01,0.301
Adulterating,1,1,0,0,0.02,0.301,0.01,0.301
adulterer,20,12,15,10,0.39,1.3222,0.14,1.1139
adulterers,7,6,7,6,0.14,0.9031,0.07,0.8451
adulteress,13,11,12,10,0.25,1.1461,0.13,1.0792
adulterize,1,1,1,1,0.02,0.301,0.01,0.301
adulterous,17,12,15,12,0.33,1.2553,0.14,1.1139
adultery,99,72,86,63,1.94,2,0.86,1.8633
adulthood,37,33,37,33,0.73,1.5798,0.39,1.5315
adults,488,411,468,397,9.57,2.6893,4.9,2.6149
adust,1,1,1,1,0.02,0.301,0.01,0.301
Adv,1,1,0,0,0.02,0.301,0.01,0.301
advance,815,654,752,617,15.98,2.9117,7.8,2.8162
advanced,451,359,412,336,8.84,2.6551,4.28,2.5563
advancement,63,58,56,53,1.24,1.8062,0.69,1.7709
advancements,8,7,8,7,0.16,0.9542,0.08,0.9031
advances,148,124,144,124,2.9,2.1732,1.48,2.0969
advancing,76,65,73,63,1.49,1.8865,0.77,1.8195
advantage,1125,918,1114,912,22.06,3.0515,10.94,2.9633
advantaged,2,2,2,2,0.04,0.4771,0.02,0.4771
advantageous,20,20,20,20,0.39,1.3222,0.24,1.3222
advantages,144,124,141,123,2.82,2.1614,1.48,2.0969
advent,24,18,16,16,0.47,1.3979,0.21,1.2788
Adventist,22,16,5,5,0.43,1.3617,0.19,1.2304
Adventists,7,2,0,0,0.14,0.9031,0.02,0.4771
adventure,685,466,640,443,13.43,2.8363,5.56,2.6693
adventurer,37,32,33,30,0.73,1.5798,0.38,1.5185
adventurers,11,11,10,10,0.22,1.0792,0.13,1.0792
adventures,184,142,150,124,3.61,2.2672,1.69,2.1553
adventuresome,3,3,3,3,0.06,0.6021,0.04,0.6021
adventuress,11,7,11,7,0.22,1.0792,0.08,0.9031
adventuring,4,4,4,4,0.08,0.699,0.05,0.699
adventurist,1,1,1,1,0.02,0.301,0.01,0.301
adventurous,62,56,61,55,1.22,1.7993,0.67,1.7559
adventurousness,1,1,1,1,0.02,0.301,0.01,0.301
adverb,10,6,6,4,0.2,1.0414,0.07,0.8451
adverbial,3,2,3,2,0.06,0.6021,0.02,0.4771
adverbs,5,5,4,4,0.1,0.7782,0.06,0.7782
adversarial,12,8,10,7,0.24,1.1139,0.1,0.9542
adversaries,31,26,30,25,0.61,1.5051,0.31,1.4314
adversary,77,67,76,67,1.51,1.8921,0.8,1.8325
adverse,36,34,35,34,0.71,1.5682,0.41,1.5441
adversely,11,11,11,11,0.22,1.0792,0.13,1.0792
adversities,3,3,3,3,0.06,0.6021,0.04,0.6021
adversity,54,48,51,46,1.06,1.7404,0.57,1.6902
advert,13,9,12,9,0.25,1.1461,0.11,1
adverted,1,1,1,1,0.02,0.301,0.01,0.301
advertently,1,1,1,1,0.02,0.301,0.01,0.301
advertise,84,80,82,79,1.65,1.9294,0.95,1.9085
advertised,52,46,52,46,1.02,1.7243,0.55,1.6721
advertisement,61,52,59,50,1.2,1.7924,0.62,1.7243
advertisements,25,18,25,18,0.49,1.415,0.21,1.2788
Advertiser,8,6,3,3,0.16,0.9542,0.07,0.8451
advertisers,24,19,23,18,0.47,1.3979,0.23,1.301
advertises,7,7,7,7,0.14,0.9031,0.08,0.9031
advertising,379,235,347,219,7.43,2.5798,2.8,2.3729
adverts,4,4,3,3,0.08,0.699,0.05,0.699
advice,2447,1679,2413,1664,47.98,3.3888,20.02,3.2253
advices,3,2,3,2,0.06,0.6021,0.02,0.4771
advisable,40,37,40,37,0.78,1.6128,0.44,1.5798
advise,622,499,577,469,12.2,2.7945,5.95,2.699
advised,267,215,267,215,5.24,2.4281,2.56,2.3345
